mtime,AJ,AO,AV,BJ,BX,CE,CI,CM,DG,DR,DX,EW,EZ,FV,G,GM,GX,GZ,HN,I,JP,JV,KY,KZ,LU,MP,MR,N,NO,OZ,P,PX,RT,UY,VW
2021-11-03T06:10,3258747,4468630,3882684,3044325,3968309,2911674,2725696,4480169,2302242,4086004,3535737,4693633,4863796,2718261,4472605,3455348,2787320,2745017,4525693,4142529,3253256,1791686,2808094,4363281,3377266,3136238,3565579,4033319,5888914,4371274,4045056,4822157,3391147,3658602,4437675
2021-11-03T06:15,3235398,5272356,3796736,3735525,4564891,4054790,4011489,2969403,2283762,3324301,1624529,2985604,4039673,2766203,5114817,4615437,3255895,2729580,3498853,3334439,2886105,3164830,4422552,3571141,3592805,3580348,3729674,3377673,3440452,4479508,3719907,4567969,5202972,3577659,3316046
2021-11-03T06:20,4158471,4101265,2883600,3325705,3919775,2867801,4472329,2970892,3105566,3791586,4043851,2491570,2757469,3842859,4125968,3748371,2121480,4639855,4803161,4843958,2115734,2722886,4127059,2079116,3725075,2999992,3476489,3423012,4525873,4197790,4488136,3467431,3212271,2455477,3684676
2021-11-03T06:25,4154348,3511721,3286777,3802648,2363009,3175619,3782887,2513677,2904642,3896909,3631831,4187423,3994837,3068174,3069452,3174760,3115349,3028158,4145750,4576753,1953503,3211316,4012475,2953597,2830714,2508191,3097943,3842794,3462167,3617781,3573113,4869516,3643085,2729692,3737949
2021-11-03T06:30,3336099,4290662,3404210,3972436,2295822,3962379,3671726,2552152,2533557,3461467,2147354,4624632,3731942,4810108,3740344,3116606,3358691,2999476,3316435,4290192,3573936,2943691,4846227,4282406,3753094,3183358,3555181,3920570,6033088,2917269,3403150,3404927,3764628,4900283,2810804
2021-11-03T06:35,2555014,3574269,3445448,4187571,4441702,3191575,4411884,2971476,3147023,2860419,2620627,3024919,3518407,2743233,4264379,4748546,2286891,4044674,3415267,4187024,3758031,2588982,4374864,3856957,2779413,2120670,3951342,4232855,4608734,5390541,3779399,3318994,3571413,3761134,3873921
2021-11-03T06:40,3658607,2256935,3792704,3901737,4082824,3639767,4806254,2434331,2540466,5197766,2051180,4196424,3782153,3075240,3821799,4274707,2986328,3393606,4426494,4292548,2868938,2498807,3447256,3200515,4146959,2867213,2565097,3244885,3298595,3728716,4192770,4027422,4370560,5231674,4574616
2021-11-03T06:45,4214508,3873828,2301779,4238064,4039910,2705827,3612623,2966180,3571920,3499147,3495957,4308156,4469389,2272658,3810317,2726209,3399052,4725204,3813931,4567272,2034355,3435514,4247592,2855577,4012464,1902997,2877262,4075663,4670404,5123154,3810283,3550745,3647539,3550322,4046453
2021-11-03T06:50,3523117,4114408,3085616,4133329,4102990,3168212,4822276,3188790,4316151,4142534,3291326,3802256,3455582,3698060,4823708,3068284,3547056,3067671,2830502,2849783,3019448,3050307,3841363,1894665,2804236,3476429,3623173,4546185,4637019,3672378,4314105,3127551,4790103,3298577,4496379
2021-11-03T06:55,3685760,5556790,3204519,4909896,4271690,4356116,4359055,2607785,4079190,3256139,3127739,3801962,4075780,4655704,2333419,3036168,3532795,3051424,3292406,4864480,3151148,2654176,2676736,4885470,4443662,3757622,4620884,3381821,3518009,6201648,5004542,2683592,4586492,3526339,3884073
2021-11-03T07:00,3749228,3214940,3535959,3802995,3553002,3560361,4388568,3454987,2587746,3375782,1858024,3516441,3692109,3308753,4474036,3933220,3527294,4100028,3131677,5562733,3747116,4184303,3292297,3648400,3534912,3417790,3751481,4027469,3629689,3571250,3898758,4674093,3976710,2809609,3958184
2021-11-03T07:05,3148868,4090627,3162782,4126130,3260289,3915878,3658765,3563671,3945791,4446567,3241353,3889584,4175428,3761975,2633813,3157311,2852747,4504078,4630904,3044342,2099027,3664058,3523923,3011972,3329351,3024802,3338074,4691357,4028613,4954871,4998595,4255789,3745544,3124267,4187550
2021-11-03T07:10,2198643,3803581,3045478,3332158,3324074,3071645,4087106,3549716,3532100,3732527,3431803,2612564,3564452,3748180,3249356,3802903,3844441,3279549,4792218,3199677,3795222,2068116,3239542,3489050,4684747,1682882,5523935,4293271,3317393,4103650,4303765,4713772,4113074,3579244,3874180
2021-11-03T07:15,3054133,2800491,2745942,3597643,4705640,3962178,4905587,2607278,3864947,2622277,2241508,3758263,4293873,4256287,3186014,2817217,4369308,3170642,2410632,4365522,2760101,2458013,4165464,4083156,2992134,3867063,3009348,4688122,3229950,4052299,3505006,3640264,4357775,2991285,4458690
2021-11-03T07:20,2810571,3907681,3733906,3400964,4297062,4146832,3771023,2866746,2628391,3471081,3405251,3823447,2944620,3523362,3177368,3603573,2297997,3841812,2537625,3470592,1666531,2499090,3489839,2847346,3813955,3668422,3586787,2646967,4356387,4878117,3419175,4827390,3973871,4433369,3271802
2021-11-03T07:25,2902660,3211030,2729646,3091270,3955535,2942509,3234562,1938492,3724893,3048966,2749881,3497799,5318552,3993607,4830465,4569412,2629943,3834396,3013451,4616646,3407816,2633434,3393959,3165969,2814631,2525052,3133918,5112949,3172891,4291619,3595323,3939360,4262114,5103606,4277239
2021-11-03T07:30,4259719,5046356,3860296,3920855,3148637,3510016,4393045,2143019,3020392,2956561,2356543,3785916,4899286,2219995,3831309,3819196,4660719,4066408,5545936,3001899,3349307,3475103,4525075,4037633,4175606,3350428,3778786,4556342,4515044,5078117,3409342,3137673,3372833,2815519,2801197
2021-11-03T07:35,3610676,2565603,2543234,3914808,4991708,3600615,3746661,2607849,4128795,3910080,2907859,3170934,3486033,3852862,4426001,3100291,4418932,4042011,2759852,3333186,4736125,3060632,4099575,4317165,3766570,2452313,4625872,3699618,4323548,3809517,5296716,3872193,3099727,2839068,3277191
2021-11-03T07:40,2491207,4659318,2845516,3474842,3286009,4551172,4070610,3042429,3188086,4892282,1710096,3191450,4222502,2850243,3067651,4121266,3400862,4608996,3300097,3255093,3118089,2381291,4408338,1987283,3100377,3521592,3177757,3963941,4386641,3465087,4054312,4827883,3765257,4103605,4355221
2021-11-03T07:45,3368093,2594753,3829261,3769825,3146588,3338180,4219285,3689002,3038960,3238059,3719210,4185943,3252408,3157322,4633572,3233141,3305104,3920044,3988756,4078363,3914107,2352416,4162474,4011780,3713670,2709924,4207062,3816553,5421119,4017184,4828405,4671571,4894153,3683286,4087799
2021-11-03T07:50,3236795,3407214,4847970,3716833,3026312,4162954,5138599,3026053,1853937,4110881,2791450,3423965,3580284,2111102,4350346,4072764,3442242,3414534,3921942,3644186,3596609,2416686,5482201,2539123,3383249,4136027,3201812,3014256,3803439,2795312,6076269,5214918,3928415,3739602,3052956
2021-11-03T07:55,3155997,4888406,3319047,3155280,3412100,3918545,4277627,2414514,3032119,3916259,1901351,3825115,4105305,3983570,3882245,4196894,3332775,3741109,3831958,3601585,3652768,2377033,4304643,3158034,3878945,2761760,3454638,3610688,3250966,4427014,4070806,3329414,3862350,3624390,3016981
2021-11-03T08:00,2998580,4793585,3057812,3600655,3749746,3593981,3655649,2147084,3983878,4436202,2749492,4098564,4295155,3917415,3784467,2696956,2912864,2607529,3576388,3145743,2615944,3107237,3419881,3916437,4900121,4408226,3219944,2990180,5070550,4711353,4212361,5204260,4030930,4914035,3592489
2021-11-03T08:05,3977782,3137317,2661716,4682227,3943125,4512890,4460695,3329196,4658848,2646769,3319646,3399553,4325616,2838376,3193123,2327341,2477083,2481084,4121917,3353492,2495722,2960905,5540474,1164023,2886964,4077422,3377270,4203518,2275192,2965554,4865946,5180296,1647840,4037254,4102950
2021-11-03T08:10,2352658,3304963,3396517,2879492,4789958,2523782,2539855,2857408,3162316,4141692,4054847,4847858,4105528,2796355,2839497,2959758,3407268,5209842,4044874,3884983,3584889,3499121,3738492,3029960,3584136,3807605,2656287,3814212,4950428,3863446,3465626,3544397,3968203,3845512,2608605
2021-11-03T08:15,3987338,3740925,3286226,3373024,5116739,3843806,3703803,3601443,4207312,3163622,1711462,4527860,3244594,2540650,5025322,4185428,3564573,4184776,2530105,4302104,3632924,3465934,2792585,4062186,3535356,3353538,2403553,2867435,3954905,5276398,6229421,4739567,2998693,3332514,3779935
2021-11-03T08:20,2534688,3695407,2614700,3236848,5120770,2217640,3704970,3967542,2468823,4763965,1275154,2945795,4084900,2997614,4830770,4158517,1702869,3448919,3295011,3585464,2198374,1328953,4543741,2903245,5232326,2931097,4064317,4008328,4111341,2859963,2719933,3477673,3335905,2884723,4514006
2021-11-03T08:25,4393138,4042663,3697475,3896037,4307049,3758366,4465433,4277157,4137946,3581394,2786117,3209504,3022647,3266670,3445210,5275464,2730027,3947140,4681122,4336257,2895560,2886976,3734730,5002657,3575371,3659499,3302660,4746889,2671177,4901494,3993631,3130968,4266052,3620208,5254532
2021-11-03T08:30,4800478,2702799,2251206,4535296,3392059,4085113,3886795,3766904,3871048,3784363,2122864,2659082,3788058,3602271,3463041,3639077,3669680,3334140,4486264,3052479,4141448,2907149,4751225,2278406,4773177,1927124,4097539,4228976,2191559,3065947,5222082,4331886,3629852,3178168,3109419
2021-11-03T08:35,3775586,3535268,2929875,3880209,2900153,2906658,2645207,3559681,4120248,2800478,2461641,4136117,3689840,4392429,3806330,2804248,2023344,3105696,3504362,3637563,3978689,3072961,5875731,4057796,2705294,3605107,3249213,5341149,5114175,5997280,4610692,4457898,4985490,4599496,2692572
2021-11-03T08:40,3132834,2754899,3579401,3693265,2444156,3177927,3598563,2987549,4342017,4309736,2010050,4285692,4586120,2989666,4791530,3637530,4090521,3020616,3688937,2894375,3696707,2206650,3195906,2553133,3426571,3364698,4065494,4228166,3713153,4953929,4016066,5062778,4925370,2380294,4499065
2021-11-03T08:45,2910151,4186369,2790206,4005739,3763400,3572418,3000328,1235805,3348913,3311721,2933712,3207797,4559138,2808699,4262347,1612572,3730401,3542400,4206361,3730888,2653004,2644138,4165947,3867894,2376601,4542177,4671816,2583416,3723065,4718723,3328695,5101937,3954845,5522573,3858737
2021-11-03T08:50,3298555,3535624,3565916,3781666,3773214,2790261,4760691,2164042,2804970,3962345,4146011,2894742,2247461,3624874,4548733,3177370,3856082,2885127,4261002,3539770,3705730,3407481,3076686,4096738,3741219,2045289,3863679,5130136,2825929,3897201,4672935,4639219,4508550,4086499,4620941
2021-11-03T08:55,3292220,2859287,3141483,3464560,4220918,3059277,3962930,2405892,2861532,4011506,2279560,3700420,3601579,2813843,3312282,4148636,2358784,3933700,4164628,1860922,2369104,2454767,5282552,3033494,3832326,4463087,2686089,3248807,4287995,5125558,2700068,4091739,2898873,4068097,3909675
2021-11-03T09:00,2776110,2772068,3732050,4609526,3902475,3399265,3391695,3125487,3723546,4440710,3285533,3107412,3765058,2759779,3495630,2166531,3573715,3222998,4916317,3700986,3472331,2357582,4510886,3275760,3703296,3092722,2369179,3182000,3111719,4276493,5421272,2351195,3266278,5122691,3509109
2021-11-03T09:05,3923807,3474757,3840711,3174257,3756605,2981096,3519892,3251802,3783201,3790171,2841328,2761671,3147258,2936734,3099229,3392363,3993007,4345914,3744094,4362227,3684808,4462919,3140902,4449598,4386062,2641316,3181768,4576488,5031670,3867652,3772349,4581839,3713200,3438428,3843618
2021-11-03T09:10,3849827,4186674,3874087,3112977,4211862,4960334,3177786,3562155,3466053,3208795,3482176,3115680,3939367,1805081,3764450,3226735,3648901,3390848,2903588,3095768,3177784,2271181,4279523,3352961,2763397,2661906,2904872,4573502,3889429,3575087,5969161,4315269,3936961,3599212,3157543
2021-11-03T09:15,2291143,3833441,2612453,3391383,5075304,3375142,3585919,3348191,2330055,3692383,3554642,4381897,4740533,2812568,3824010,3602801,3271863,4115479,3424697,3292547,2871760,2291970,4260138,3214247,3321271,3425053,3558464,4553682,4273274,2843751,4655578,5005222,3153386,3079091,3466612
2021-11-03T09:20,2718522,3223293,2419485,3555482,3409555,4733752,4375832,2783380,2742366,2471645,4127718,3217512,2561278,3879638,4667353,3953288,1970802,5070863,4992014,3036045,1992721,2477464,4099865,2912073,3534274,2525838,3436271,2750728,4160537,3659096,3705833,3729392,4630788,2979332,3467062
2021-11-03T09:25,4343905,4607034,3731528,4380384,3585418,4768946,2905746,2390488,3479573,2959664,3185301,3068342,2726400,3363517,4347623,3455655,4160943,3368954,3738973,5626848,2204726,3210539,4900483,3356276,3512921,2176884,2949201,3089072,2161690,2950160,6043143,4394839,4038227,2770482,3134499
2021-11-03T09:30,2630439,4476219,3935845,3794440,4134791,3509655,2156608,2981695,3668628,2822503,2322707,3116769,4105747,3784166,2364915,4186340,4085392,5585736,3909603,2671493,3427587,2445348,3870180,2976167,3921970,1957478,3953215,4660736,5075677,4715497,3519880,4947154,3687718,3512317,3939487
2021-11-03T09:35,3525116,4003171,3713763,2811931,4806036,3135046,2035930,2725146,2858751,4874949,3400519,4749571,4908667,3070494,4014020,3702117,3156824,4349168,4110768,4419017,2602200,3856896,4557129,2808947,3339257,2340284,3278619,4511257,2699053,3464035,3774289,4773839,4101113,3702492,3077958
2021-11-03T09:40,3815987,3328312,2973290,3075167,3768046,2766655,3977848,3490413,4073936,2854663,3604098,4813496,4310188,2902409,3099320,3348592,2443018,4298021,3543400,3913716,4498067,3865692,3453171,4950036,3656174,3151613,3090488,3962276,4475457,4494563,4038351,4116096,2278750,2199957,3671244
2021-11-03T09:45,3449298,4345700,4019023,4318294,2354502,3770762,3219293,2329666,2550065,3777505,3177315,2976093,3297175,2382683,3955584,2634030,2611076,4034316,4029426,2916845,2000087,3308715,3721545,3516044,2679049,2427726,3430483,4330825,4659231,3778915,5755370,3974403,2955458,3870548,4067394
2021-11-03T09:50,3124078,3163267,2280862,2660803,3363806,3329674,4352830,3096018,2495792,3503684,2828238,3811808,3420402,2780155,3133273,3213318,2609429,3075234,4955099,3102158,3363877,3256905,3628822,4154162,3697040,4123461,3031439,4221811,3549094,3377951,4107500,4093059,4180971,3136604,2738932
2021-11-03T09:55,2619360,2029847,3375347,3774121,4202561,4038540,3972161,4538159,3716906,4464299,4007288,4261459,3084249,2760078,3670056,2866365,3568942,4614856,4054239,3647119,2331501,2596049,4090309,3609066,2251469,2029452,3429521,1865194,3880564,4467594,4329302,3925939,3032051,3078396,3958676
2021-11-03T10:00,2997024,3309102,4119984,4311712,4479171,3568048,3626602,2548734,4345739,5495741,3004332,2342338,4496164,2218739,2652297,3760858,4322409,3752334,3982434,3416035,3422776,2519730,3519924,4295965,2394026,2448109,3488524,3221638,3092852,4818658,3522370,3413154,3062822,3630094,2547890
2021-11-03T10:05,2536629,4329574,1970676,2716334,3070793,3110385,4389602,2325063,2719120,4768733,3762512,5130612,5155078,4857934,3177567,2296758,3230129,4467008,3801526,3269355,2383590,3184628,3633725,2211459,3573005,3338305,2871889,4709325,3713565,2569742,3741075,4459849,3569107,4406490,4768837
2021-11-03T10:10,3347764,4675451,3897118,3674872,3413520,3135009,2827797,3685227,3330201,4676661,3321447,3501322,4914085,3516526,3633849,3337966,2730674,3475114,4340965,4135254,3507074,2695031,3407942,4248285,2416385,3107449,2487132,3483716,4366143,4524610,4026936,4580056,3696446,3976324,3517834
2021-11-03T10:15,2660457,3018153,3352683,4958424,5257263,5602043,2483645,2966486,3789933,4779337,2667350,3496560,4821674,3887584,4681236,3747145,3702460,4396751,4583220,3420002,3498665,4143704,2832375,3542045,4149218,3480867,3965106,4635765,4823789,3852180,5183688,5142049,4357671,4096316,4968134
2021-11-03T10:20,4505549,4524888,2871964,3701259,4410181,3856872,3594238,2655523,4415168,2087771,3196947,3509080,3756596,2609211,3180671,5259940,3951931,4020757,3278233,4904877,2608181,2904331,5632804,4342522,4030698,2397053,1805943,3541362,3294197,4844222,4755084,3551681,3594837,3551806,3622780
2021-11-03T10:25,3974492,3763662,2714802,3363357,3257881,5203169,3079454,3686218,3648696,4632193,3614893,3337997,4492813,3389632,2724367,5154728,2909316,4135400,3161783,3371571,2563481,3012045,4371618,5149396,3837521,3386079,2904436,3278736,4048381,3671818,4566821,3678133,3582591,3160479,4885118
2021-11-03T10:30,5173001,3786801,3052116,3887404,3896708,3666033,3605235,3647293,2681339,4242160,3698451,3734163,4453454,2081884,2897884,3332414,2969072,2786217,2656696,3483636,3200402,3901620,4305500,4497798,2964307,2082841,3897758,3201567,3751548,4183519,4412229,4913926,3243081,2604566,4339223
2021-11-03T10:35,3818530,3525618,3256871,2858649,2886499,4321899,3552602,2775433,1897442,2791404,2980736,3086367,4200243,3091261,3259236,2751646,3687344,2610399,5017156,3753731,3567921,2587984,4562342,3716716,3881797,2002908,2014353,3522382,3563247,3519814,4868884,5101844,4753779,3902585,4337883
2021-11-03T10:40,4160161,3137104,3132342,3065854,3216871,3891204,3153725,2174773,3850299,4010367,1829131,3256423,3851612,4752873,5833073,3407310,3820707,3946000,5294199,4413546,3317512,2585033,5259844,3662343,3190908,3702025,3256996,3467731,4200334,4569245,3570393,4353214,3008489,4537200,3397505
2021-11-03T10:45,3202767,4866791,2950723,5010191,2789093,3150275,3890033,3476952,2534903,3280696,4136913,3866582,4320427,3900199,3458475,2787464,3017761,3998915,2877830,3539670,3118873,2602926,5810009,3933240,4048175,2364562,4788777,5720581,3791025,3580713,3588098,3548469,3875190,3315465,3971452
2021-11-03T10:50,4532540,3925077,3946853,4838091,4667005,3899027,3744785,3413091,4288048,3063715,2288744,3505885,3892281,3357317,2594856,2092462,4142316,2921963,2439840,2792582,3465214,4282242,3967164,2322287,5102240,3591850,2703078,3639956,6245344,3615122,5004130,2847665,4576182,3650638,3988696
2021-11-03T10:55,2503756,2694657,3952456,4680604,4430983,3068786,2177636,3657176,2968928,3499157,3582082,4554882,4194220,3573560,3022796,3049261,3865249,2533861,2952088,4287792,2923181,3020312,5290365,2730965,3142596,3263379,3352457,3956153,3511607,3202413,4497543,6316003,3623480,3862895,2277428
2021-11-03T11:00,5092337,2232716,2227643,3316364,3787836,3594393,5036237,1966543,3445065,2124227,3481845,4666890,5108745,2288915,4311525,3185700,4225966,3633916,5127678,3148954,3411764,2832084,4408482,3660859,2614316,2968882,3945189,4108754,3665602,4571452,4861134,4106425,3236562,4696239,3644933
2021-11-03T11:05,3210462,4356499,3697516,4153362,4466370,3127865,3728091,3370302,2881846,2761799,2662925,4143349,3127659,3684396,3136259,5228202,2549249,3170844,4397264,4694114,3064629,2774832,3102465,3540332,4089513,3746424,3007940,3736679,3359087,3490447,4697173,3935030,3048437,3016556,3142967
2021-11-03T11:10,4002434,2737963,3002299,5329247,4246559,3022280,3120155,3471725,2971805,3707996,1682008,3051679,3501605,3732385,3152431,2934484,2448996,4023008,3658263,4633944,4325038,2138517,3568749,4726391,4190870,3449572,3662430,3865227,2766536,4275504,4739229,4111287,3674412,3999735,2478076
2021-11-03T11:15,4106134,3909846,4471812,2946252,4745386,4091255,4622773,4080977,3503737,4618744,3037412,2753286,2312497,3656989,2422305,4162808,2218036,4171762,3100543,3190363,3431266,2483238,4834675,2931347,3952668,3863461,3706571,3333120,4941355,5230174,4141218,3779623,3698138,3218625,2995590
2021-11-03T11:20,2970253,2722962,2898178,3415228,2082614,3511525,3590807,4214093,3959450,3069363,3331483,4146228,3659918,3341256,3226347,3571544,2725141,4116077,3887506,4070445,3551109,2447161,3628146,3614419,4300343,3475240,2933109,3852921,4003109,4528135,6229342,4033963,4232908,3445252,5348706
2021-11-03T11:25,3779533,2767849,3805442,2806453,4016502,1820994,3645625,2649114,4019810,2595247,2418604,3417116,2146273,2096046,4782370,3178559,3426582,4350338,4355610,4316878,3636390,4147775,4654160,3946140,2469897,4541225,3763942,3874550,3745740,3788371,4203322,2513892,3807304,4740294,3732741
2021-11-03T11:30,3326378,3171070,3281585,4229383,3865244,3627226,4086491,2034646,2641892,3041915,3624784,4021340,3378400,3646390,3769659,3420210,4624862,3953827,3279311,3196651,3128314,3390542,4819950,3482390,2363497,3498586,3411821,5376502,4377962,3613374,3476927,4514136,4344190,4960263,3783838
2021-11-03T11:35,3839256,3361897,4407400,2783774,4032309,2719324,3356148,2930791,3078751,3431964,3736573,3027521,3659367,4301125,3779827,3684939,2205748,2285942,3288624,3886121,3616628,3447568,3488937,4024264,2945238,3893363,4127803,5135962,3986017,4888960,3573787,4095880,3382841,2979630,1814705
2021-11-03T11:40,3890160,4865049,3279075,4938596,5799371,3644167,4287336,2798033,2752666,3131627,4567822,4033180,3624304,4076009,3324459,3413297,2920995,3762410,5468759,4688666,3233451,3627535,3733481,2553038,4156103,4365443,2832355,2965021,4288960,4770014,4570761,4920940,2547063,3338863,3265426
2021-11-03T11:45,4123349,3142384,3257169,4126297,2686872,3657452,3601421,3069444,3592685,3755236,1760822,2411064,4374500,3145721,4243400,2924754,2946075,4073603,3572244,4110054,3772364,2053157,4176100,4309818,3455858,2935877,4742960,4958857,1557735,3579073,5488799,4020151,3964789,3907127,4587469
2021-11-03T11:50,3356017,2616757,3632568,4019377,4048848,2855264,3110185,2871218,3029333,2943880,3777876,3877528,3187482,3760604,3476475,3304113,2183927,3776341,2691089,5548054,3906791,3151019,4470346,2954597,2584255,2577569,3605869,3808718,4826053,4268554,4938885,2695410,2863466,4317282,4677786
2021-11-03T11:55,3775955,4101877,3781462,3654188,3469066,2746713,2658619,4570774,3632116,3812677,3910006,3267034,1557962,3253025,3400126,4361927,2175254,3635209,5524442,4108422,3962465,2884521,4125406,2748533,3580940,2849042,2847873,3503787,3753978,4233649,3715131,2701092,3384276,4142136,4021479
2021-11-03T12:00,2284583,4148210,3492981,4288550,4706997,3391120,4611280,2918267,4319534,4188741,2024963,3723879,3702090,2946023,3713626,3077694,4023327,3918691,3462611,4445360,3578634,2884588,4522018,3694662,3289173,4427538,4533456,2797657,4232150,3202958,4726084,3097196,3285001,3939586,2891968
2021-11-03T12:05,2764881,3811370,3383145,3521992,3979177,3301860,3208653,3557196,2906676,3878039,4017664,4421158,4215745,3016465,2467751,2475206,3489694,3660118,4400241,4810487,2980181,1302799,4806575,3079981,2720340,2847054,4002594,4984998,2430320,4502962,4356024,4108422,4531455,3498749,4579256
2021-11-03T12:10,3256193,4988077,2673381,5448563,3837641,3991681,4478242,3436861,3404835,4141082,3707271,4266432,3191864,3757854,2884273,4381966,3551895,3628989,2833717,4509013,3640734,2213894,5144586,4088682,2798108,3628458,4328811,4465204,4190758,4561402,3594820,3937132,3456867,2969959,4848765
2021-11-03T12:15,2438266,3535180,2243015,3020131,3041816,3172675,4176976,2550453,2846374,5777104,3465395,4535251,3167619,3821156,4801106,3784358,3026857,3083947,3497902,3291378,3982342,2897454,1718507,4039962,3793926,1731253,5116066,3512805,3487189,3613900,3080615,5291259,4151447,4337959,3727143
2021-11-03T12:20,3213343,4831287,3708959,3996430,4692728,4215250,2554229,3877709,3414062,4031076,2886684,4863989,3172240,1947223,3881678,2428377,2822000,4927560,4030080,3799736,1815256,2995058,6089484,4126699,3259090,3767065,4000649,3254414,3942630,5643783,3443241,3241774,3104775,3948908,4207802
2021-11-03T12:25,3333455,3063736,3436335,4315262,3102936,4570741,2768168,3013382,3581684,3180359,2711224,1869553,3532452,2967614,2924907,4110237,3071084,3768838,3764286,4190239,3819691,2356543,3849951,3406181,4369928,3450580,4494194,4247023,3766476,3486128,3694248,3556750,3323314,3470547,4179279
2021-11-03T12:30,3274849,3413290,4029540,4439722,3810443,2879260,3039492,3376874,3070813,3256354,2838224,3800135,4057484,2138899,4333696,3926333,3169674,3364797,4514920,4767461,4316720,3465264,3698516,3319690,2466433,2550576,5206387,4460710,3467663,4792061,4669801,2907242,4567152,3117560,4334172
2021-11-03T12:35,2990987,3186418,4285180,3609795,4538131,4749407,3037234,3606088,2789026,3048787,3459273,3393048,3427221,4368947,3853884,2955799,3058551,3210867,4341775,5471508,3974708,4103035,3840520,3379302,2794911,1950722,3591064,4768721,3304004,4538548,4217760,3328114,3062676,3840640,3405126
2021-11-03T12:40,2566761,4787157,3324290,3267426,5178482,4139351,4723606,3746851,2266024,3931787,3590998,4620859,3974811,3045026,3097897,3066010,3365478,2085778,5301823,3527924,3031822,2897111,3587680,2643003,2324606,2989167,3330560,3885414,3763572,4647793,5531062,3340326,4037593,3931420,5471757
2021-11-03T12:45,4043927,4463616,2270725,3669450,4138803,3398315,4137902,2414945,3651912,3411030,2433556,4089591,3767711,3042099,4631265,3274296,3584141,2478272,2503341,3293748,2133711,2604739,4808889,2960633,4354982,3485704,3723030,3458516,3693119,3986969,4541467,4181714,4370250,3118230,3390353
2021-11-03T12:50,2570849,3090308,4869496,3971375,3502406,3835118,3880195,2981423,3011688,4331703,3977991,4409847,2689656,4380083,3390718,3728767,2509824,2695956,4627328,3651948,3270099,2350243,4597799,3958900,3518262,4552922,3893386,3046122,4440480,4615920,3740540,2319266,4353774,3858262,3249347
2021-11-03T12:55,3599081,3321820,2456678,2921888,2520525,3103472,4651025,3005855,3419990,3458088,3975246,4460334,2350326,4120184,3705387,4364510,3006748,4425145,4777890,2210198,3877996,3191163,4355293,2723338,4187864,2817948,3320512,4074210,5741709,4223367,4907858,4582847,2972123,4762823,4087561
2021-11-03T13:00,4740966,4155794,2786908,3804374,3041715,2591467,2461559,3141651,3168771,2148005,3674482,4776290,4119871,2449606,2171183,4207009,4109598,4724507,4282702,3413753,3303141,1965333,3209335,3565975,5541052,2540626,3329661,3992967,4200911,3983122,4988676,2554646,4576092,3092654,4909776
2021-11-03T13:05,3936483,3538569,2954836,4927513,3948205,4293691,4531092,3249997,3080271,3523355,4742272,2938967,4177447,3638244,4059207,3660332,3655483,2698244,4210381,4268177,3481784,2006187,5277504,3154700,3256147,3560836,3184857,4504007,4827495,2899371,3686644,5352383,4788996,4290393,3836884
2021-11-03T13:10,3745644,4328759,3351664,3712063,2750134,2589897,4723993,3708028,3121201,3490432,3458268,3703116,3143932,2840283,3339665,3724639,3792829,3862986,3423535,3888861,3642351,2951237,3807619,4681495,2671177,3508091,3263326,2895671,3259685,3494714,3662340,3624872,3935385,2757171,5267788
2021-11-03T13:15,3745533,6088575,3583283,3183124,2843166,4254518,3113557,3044416,2898057,2793887,3680384,3408220,4789821,3514110,3688140,3598636,3678177,5296740,4048524,3855555,4274478,3393095,3167119,3913584,3631530,2469367,3094068,5329476,3264079,3847886,3636731,4586469,3847346,3481867,2677175
2021-11-03T13:20,3381478,2518725,2783772,2863136,2994656,5103586,4295712,2715541,3443541,3523146,3553409,2421168,2707462,3887002,4270984,2648194,3085323,4463454,3805311,3218126,3374340,3331163,3786435,3365286,4192484,3073278,4154631,3341550,4262717,3998211,5046426,5558793,4017752,3779531,3059601
2021-11-03T13:25,4191038,5130870,2285656,4105883,3839792,3265517,4190409,3798013,4434835,3931511,3312530,2115443,2379013,4133315,4040609,4275898,3001399,3559902,3418836,3624645,2485628,2712870,5137695,3958163,4633914,3451160,3176213,3003340,3623301,4777262,4125827,3973935,3997745,4384740,3751324
2021-11-03T13:30,4291046,3691889,3168164,4287162,3810860,3764435,3097265,3521855,3548083,2765869,3029228,4557486,3586257,3733619,5057304,3855214,3975633,3079698,4146287,3968667,4203501,3728192,4012095,3702547,5191575,3499400,3900194,3783479,3277935,3711548,3912283,3990066,3444423,2620237,3349808
2021-11-03T13:35,2566118,3302594,2442684,3410442,3654476,2615126,3718503,2954588,2647628,2636381,4270412,2907943,3127955,3751630,3300498,3925504,3482229,4598213,4371186,4393197,3398543,3177838,4413667,3259174,4293435,3973118,3216315,4174119,3741666,4245382,3059791,3921649,3613155,3697316,3265622
2021-11-03T13:40,3478558,2429369,3169457,2233059,4361866,4127947,3438840,2505582,3916672,2737170,2628190,3026497,3740053,3598392,3398483,3122728,3989891,2710931,3927587,3496761,3563330,2193033,3752497,3222993,2884518,3828038,3729644,3449489,3597920,4130548,4199534,4436611,3043427,3037280,3115105
