mtime,AR,AV,BC,BD,BF,BO,BS,BV,BY,CP,CS,DH,EF,EI,EJ,FG,FH,FL,FP,GY,HY,J,JY,KW,MO,MT,NP,NS,NW,OR,OY,QZ,SU,SX,U
2021-11-08T18:05,3058724,2681083,4462892,3616861,1932287,3714891,2934649,3593301,3854454,4244331,4283541,4048196,4398965,2958233,2575096,4530492,3462177,3087737,2453889,3725526,3460017,3970717,5010957,3709155,3509836,3905287,4485981,4694732,3658940,2534472,2526419,4152368,4405698,3903095,4238121
2021-11-08T18:10,3800914,4108904,3002019,4606292,4961887,3691310,4353049,3729688,2775614,4838948,4810583,4397682,3688580,3743748,2556145,4475392,3588693,4157855,3112777,3227662,2760206,4569086,3453816,5076271,2906455,3095861,4823367,3598199,3855644,2826632,3509250,4484103,3699857,4340657,4175375
2021-11-08T18:15,3690348,2649038,3840209,4854607,2896816,4178186,2364065,2841375,2602756,3554939,4482586,3893393,3478755,3630880,4792718,4641565,3958007,3661928,3265483,3350420,2970986,4028150,3818296,4568843,3654419,3904371,5789998,3468551,3045282,3643206,5253927,3730088,3294168,2566723,3768723
2021-11-08T18:20,4525155,2688112,3846580,3480591,3121087,3189383,2839870,3699128,4007505,3105260,3951885,4383411,5020011,3353114,4341311,5641262,5480429,3675982,2222312,3562112,2545441,4339350,3694142,3393511,4217129,6358675,3929136,5056949,4263541,2890715,3300812,3403357,3959515,3045190,4095836
2021-11-08T18:25,2862226,3855873,4100873,4397021,3987820,3666519,2308695,3344745,4637012,4227912,5073426,3829287,4088914,1988708,3753094,2523659,4298377,4898552,2827938,2789746,2956863,3942815,4580779,3617251,3955741,4530796,4093252,4632998,3934608,3282193,4798284,3637048,3346927,3319697,3289376
2021-11-08T18:30,3794170,3550758,4361093,3350361,3448017,4991558,2486926,3353504,3096329,4160706,3062445,6090535,4714918,3080910,4274464,4231245,4832170,4256649,3666672,3164320,3141426,4010739,4122628,3395091,4744649,3188773,4635573,5188221,3621560,2869328,3598325,4147541,3169019,2597546,2789304
2021-11-08T18:35,2897001,3665782,3861708,4504868,3005989,3872494,3239243,4610081,4303874,3898146,3105130,4183822,3074922,3031461,4293609,5519295,4119138,3718324,3428398,3765613,2389232,3131702,3537650,3504594,3434227,3294839,2684634,2773362,4867102,2360797,3650583,3729580,4207724,3956230,3015282
2021-11-08T18:40,3928271,4142676,3357795,2668583,3818865,3586535,3319843,3851601,2591020,3824210,4399376,4565470,4214081,4355774,4421312,4121043,4753163,2765956,3301141,3588587,2444526,4045502,3399364,4708445,3654384,4582377,4621892,4660525,3100545,3806606,2629064,3923227,4086104,2137230,3783924
2021-11-08T18:45,3128884,4389936,4475667,3547785,4217878,4601538,2787668,3284295,2859756,4209253,3640634,4717126,2537021,3463893,4219611,4464777,4761174,2492110,3684434,3692993,4052518,3426269,3783445,3206313,3946241,4430781,5433201,4208263,4937045,2521499,5002777,3416316,3774489,4720344,3433650
2021-11-08T18:50,4314454,3255190,3445938,2368196,3660683,4522484,3589732,3400586,3954759,3862978,3486830,2762890,3935795,3569409,3707073,2890249,3930187,2695394,3850454,2763529,2679010,5232755,3894651,4253324,4846651,3721144,3223343,3430890,3622046,3487140,3168035,4314310,4137010,3972647,3161769
2021-11-08T18:55,4249153,2857059,4092837,3518496,3286269,3596383,2384180,2854579,3801066,3835645,3519035,5796209,3282971,3064161,3454397,3637790,3243529,3904409,3636271,1910628,4504202,3252095,3558656,4709501,2800277,6166038,4680928,3735601,4154420,3663892,3432744,3268314,4935643,3935843,3897518
2021-11-08T19:00,4951176,3309937,4180537,2087080,3486781,3264083,3361078,2988143,3223422,4711513,4537513,4032801,3859913,1747039,2963530,5436388,4761050,3748859,2982407,2490891,3760325,5100494,4171756,4329830,3018438,3515866,4920542,4210419,4331965,3065882,3927876,4334489,4461920,3981891,3019997
2021-11-08T19:05,3284181,2780428,4940606,3757841,3469784,5652772,2973065,2332722,4401075,4102332,4606782,6294625,2704983,3269723,5235415,3457818,3775449,1747203,2569649,3659836,2936280,4108455,2677397,3415235,3538167,4620861,5544474,3668189,3888193,4548072,3941846,3677826,4840481,3700282,3082031
2021-11-08T19:10,4397835,5113427,2999348,2135090,4207771,3585435,2819503,3817189,3561742,2827592,4028276,6585247,2621266,5316901,4783539,3864377,5344056,4323187,3611951,3253165,3149565,3270769,5494006,1798901,3654536,3207969,4833935,3316792,3462865,3745212,4391312,3526854,3935472,3823675,2170197
2021-11-08T19:15,4132456,3441548,4055974,3299154,4216455,3447514,3511909,2841427,3051278,4599891,3545048,5161968,3048475,3151359,5335080,2585868,4723908,2989123,2979713,2958639,3691315,4072277,3388959,4422367,2375893,3488951,4183219,3021370,4743332,2287559,3475956,3475177,3217211,3445596,4048335
2021-11-08T19:20,3893441,3623113,6613017,2720850,3450141,4337760,2955574,3873363,4119468,5741580,3127850,3303361,3249205,3737525,3907217,4147756,4704042,2958432,3445360,3029308,4864080,3734402,2959694,4481375,2887782,4396879,3940461,4033469,3961798,3008329,5379413,4032033,3925499,3821455,4283690
2021-11-08T19:25,3032672,4098759,4568359,4140332,3337187,4279562,2224341,3570297,3315964,5112995,4780577,4353268,2827836,2715156,2223102,3879977,4360761,3615147,3117999,4285045,2876627,4227201,3941674,4061108,2797073,3667237,4806750,4255320,3539776,2554775,3213271,2985626,2919332,3725450,3784372
2021-11-08T19:30,4105702,2722684,4570476,2527579,3843756,3573054,3395906,3467857,4572346,3576466,3191004,4174254,3622739,2975536,4370509,4173202,4412586,3418599,3374988,3907949,2502183,3337331,3624329,4142072,3128545,4957936,4379059,4260510,5414501,3326575,2572169,3925539,4860002,3985897,4056438
2021-11-08T19:35,3909888,2641022,4992903,3029416,4003330,5350397,2473825,3329276,3522134,3459927,4988959,3732838,3597897,3525982,3625424,5219783,5142136,4634381,2145586,2120603,1626455,3736381,4781849,3447531,3237422,3149355,3756117,4446841,3062381,3726578,4585871,2861317,4753807,3913917,4277086
2021-11-08T19:40,3750112,3498240,5073678,2387135,3300847,3249863,2732664,3846052,3787377,3195455,3133389,5173966,4552469,3381992,4130989,3396335,3908400,3227540,4238620,3644225,2138495,3136087,3493822,4201456,4268020,3414481,5061093,1875718,4616738,3068044,4111484,3929740,4015896,2623317,2363529
2021-11-08T19:45,3411712,3392807,3868916,4030782,3249131,5390441,3467755,2986386,4050143,3829682,4916992,3822355,3918155,3332965,2889081,4040461,4425372,3142846,2896821,3255693,1893838,4595154,2817220,4248222,4981435,3003993,3913400,2368216,5057832,2740253,3456955,3915825,4533839,5466454,3289950
2021-11-08T19:50,3031077,3282542,4308584,3472987,2630343,4186089,2833687,4616065,3982640,5173767,3944792,3315082,2488399,3737090,3734389,4164749,3902993,4954725,2230651,3486491,2890004,4666662,2803478,4828064,4222283,4277985,4000614,3093708,3995060,3420167,4980733,5154063,4605160,4484210,3303129
2021-11-08T19:55,4030594,4146167,4000962,2599059,3136747,4401720,3230678,3602764,3370861,3707267,4640034,3817642,3623729,3857895,3430529,4196648,3107843,4899250,2860856,3196969,3015009,4020781,4081215,2924681,3334650,3746905,5378666,5009905,4503475,2995638,3356689,3903463,4840507,3667663,3209658
2021-11-08T20:00,3039060,3452155,5231753,3934566,4162073,5198865,2209753,3595104,2797102,4729673,3827697,2963912,3789730,2870169,3326676,3372207,4784994,4716591,4027669,3065935,3405845,2677587,3529698,4322468,4051710,2996139,4866921,4114245,5373783,2875499,3122285,3776175,4383039,3618274,2666115
2021-11-08T20:05,3484393,2340258,3822511,4434100,4799065,2318184,2720209,3185161,3519204,4728894,4393533,4153782,4411774,3566211,3805482,4258665,6220693,2474694,3819470,3369937,2957356,4836965,3851562,4319241,3124508,3711290,4808892,3435697,4786856,2858113,3842056,2112632,3550518,4722305,2911747
2021-11-08T20:10,3117870,3392059,4358270,2005118,2846462,3447909,3247632,4619413,3076776,3705293,4700055,2826286,2762962,3808083,3495040,3166918,5046107,3852516,3177727,4166684,2923880,4369500,3573590,3302301,4203013,3185967,5414593,2516600,3857707,2134177,3261571,3517531,2727344,2729080,3491174
2021-11-08T20:15,4050653,3164248,4008440,2808496,3642261,3315752,3219805,2580734,3374818,4089468,5180250,4212970,3944233,2415938,2859659,5437373,3991424,3659630,3988267,3588648,3452050,3715494,3707981,4421164,2295926,3647002,3470090,4095650,4014612,3300652,3832209,3269427,4956571,3517101,4031574
2021-11-08T20:20,3950724,4787063,3614303,4196968,3650647,2604477,2770456,3447611,3582479,4467138,2651884,5066094,4299708,3824336,4302301,4485683,3887803,3561954,3537258,2722314,3444836,4505159,3313874,3823452,3996675,4101806,4552068,3085777,4001534,1925970,4059268,2834430,3952583,4131916,3715737
2021-11-08T20:25,2995416,3226510,3080724,1885257,5311075,2131510,2419077,3083256,3228354,4428630,4123192,4702044,3297100,3718832,3540049,3259958,3543823,3011322,3211877,2868750,1948641,4692505,3038039,4050874,3102723,3187262,6295802,3441388,4465284,2977442,3451580,2841077,3941884,5124223,4150633
2021-11-08T20:30,3647639,4124376,5442076,5038916,3010816,3925543,4296127,2883185,3767311,3530512,3633180,4207631,4093918,4000502,3877419,5048522,4481369,4491810,3556888,3235373,3002789,2819515,3365122,4322927,3561063,4134782,5383341,2764680,4253596,5018550,4076399,3992176,4898635,3657521,3522515
2021-11-08T20:35,5393435,4273846,4583061,1869533,2889880,4364270,2423025,3111289,4650041,4867339,3247425,4445010,3513055,3935287,3484094,3436788,3694521,2713979,3279971,3388839,3096677,4589133,2230331,5406333,3148018,3870372,3719359,3327662,3860077,3936531,2918965,3658994,3944801,2764817,4997279
2021-11-08T20:40,4320290,2831708,4358746,3540008,2132005,3351589,2559412,4102667,2974112,4908118,3556397,3145571,3433807,3077047,4046812,4975359,3437256,4262487,2235794,3255907,3333106,2912424,2870008,2813088,2834378,4504141,4456729,3437033,5371913,3566360,4174823,2372167,4207969,4645676,3535204
2021-11-08T20:45,2004564,3071072,3994878,3975970,3163984,3818310,3682895,4833222,2836193,4290730,4296524,4566097,3818594,3428164,3605089,5140860,3064333,3026045,3809400,3454845,3027453,3818179,3045545,4094823,4142208,4616585,5085320,3223752,3998439,2113141,4036180,4069372,3812531,4113079,2246714
2021-11-08T20:50,2464903,1646720,4520072,2236491,4464285,3868957,3708432,5172359,2861596,3646516,3852977,4009010,3416497,4151728,4393045,4727949,3683928,4765103,3134218,3014554,2981779,4368935,3707914,4485591,3075485,4598284,5475959,4622696,4135739,2852732,2752164,3556900,5190042,3170588,4351643
2021-11-08T20:55,3636420,3249954,4086173,5162353,3406066,3001246,3783153,3940600,3627098,3873200,4253392,4426559,3978216,2834621,4958287,4809737,2517244,3147166,2971391,3204724,3451020,5154823,4120777,3374228,4632408,3422032,4114559,3690852,3817604,2494693,2938734,4182137,5267592,4786342,3726515
2021-11-08T21:00,4088285,2834959,5501065,2881843,2461776,4162669,2222431,3362606,3746592,3523313,3195148,1929753,3868784,3959692,4908937,4020713,4437745,3555880,3228301,4121927,2444673,5427982,3775070,4242583,2976333,4069724,4488906,3730488,3415329,3767344,3911993,3075841,4880239,5192778,4203034
2021-11-08T21:05,3722457,3213148,3406534,2844397,3637153,3414785,2668424,3100360,3940305,2522393,4646843,3961016,3393090,2725330,3376761,3457867,2909736,2878161,3828763,3558828,2934505,4150001,3958788,3490408,6524245,3630431,5853037,3098648,4892533,1757636,3142225,4130318,3431283,3431148,4560289
2021-11-08T21:10,2856570,2412087,5200730,3435292,4843683,2745157,3187421,2523396,5145675,4212077,4210355,5885007,1845459,2931474,4093699,3105874,4862780,2836301,2856824,3499960,2514182,3140910,4068454,2923468,4900156,3410790,4749901,2881524,3401695,3771675,3680585,3776998,4722506,3720501,4041707
2021-11-08T21:15,4692178,2566584,4426973,3943669,5334072,4607286,2824385,4399254,3483174,5288303,3896634,5528304,4966912,4656302,3584800,4337262,3007164,3670576,2346521,2866747,2420571,2575429,4373850,4548273,3044649,3173674,4911226,4612459,2834970,2898759,2952717,5353898,2480859,4099019,3910070
2021-11-08T21:20,3140928,3548359,3207967,2774405,3822073,3111183,2374134,2936440,4082397,4277334,4431061,4697888,2968795,3662751,2471373,3920650,4023860,3401086,3793885,3654070,3619668,2149716,5356357,3932890,3218993,3723957,4031777,3227945,3749391,3630305,3475093,4230583,4194318,4019474,4828940
2021-11-08T21:25,3369496,3518334,4423633,2670294,4984040,4436809,3800544,4039942,4125255,3860968,3477171,3949888,3367359,3187484,4453325,5286607,3626710,3010570,4819928,2609137,3353218,3513248,2346662,3493336,3125543,3544102,3805717,3657022,2541626,2331888,4271628,3972513,4091599,3653522,3252162
2021-11-08T21:30,3767616,4205513,3752204,2598245,5940991,3074456,2284830,4315681,3732022,3719671,3287983,4342692,3255555,3118017,2407989,3269283,5175017,3004501,3449118,2576762,3882555,3905721,3647342,3165447,3482941,4309433,3922586,2980573,4604102,4366601,3073203,3829384,3241263,3869175,1951216
2021-11-08T21:35,4473293,3201252,5028328,3893842,3107725,4666210,2436228,3923705,2981819,4977877,5925176,6245668,2715474,2946257,4566544,4972857,4820029,2652683,3120328,2875062,3099054,4190901,3891652,3865970,2789988,3849426,2863446,2842292,3294614,2873964,2962231,4003216,3621661,3434967,5350816
2021-11-08T21:40,2557994,3142220,3275881,3208118,2506806,4437679,3850430,3359336,2557760,4059097,3790967,5933559,4323874,3432491,4500039,4378319,3127981,2838646,2814209,2977780,2362052,3729838,3229849,3993769,2441799,2810669,4963738,3490343,2120008,3363027,3368642,3493971,3698777,2779802,3239865
2021-11-08T21:45,3729788,2762593,4112700,2633648,4312255,3863653,4080887,4968134,3546501,4722475,4476032,5014123,3794905,4638660,2712179,3758162,4816182,4052567,3574169,4071774,4916203,4371219,3261173,4503181,3893899,3910357,3456334,4366585,2755111,3865994,4501702,3934171,3988382,3881640,3900044
2021-11-08T21:50,4241870,3546940,4414326,2800522,3827269,3405236,3483561,4417603,3887760,3256157,3813891,3967936,5529542,3611405,3185908,3893754,3940638,4458511,2340262,2321348,3261772,3110845,3733586,3820350,3692978,4169891,3294492,3230869,3398613,5049958,4012247,3252260,2850955,3854458,3529135
2021-11-08T21:55,3310490,4012675,4567688,3849196,3579850,2775322,3544517,3909625,3753989,4050003,3124575,2913346,3851685,5450768,3939977,4510222,4478358,3061461,2989881,2821760,4164748,2996017,3218565,4454753,3906845,3607531,5229847,3504428,3741379,2545099,3892438,4574942,4176480,2557427,3556389
2021-11-08T22:00,3871218,3341089,3553181,2869244,3592743,3205356,2710157,2653685,2887902,4904502,3708726,3002352,3223727,3179510,4674912,4285521,3910533,4151188,3388626,2924599,3421542,3176587,3666473,4096656,3164015,4050948,5043586,3244327,4987210,3884961,4340022,4658198,5250287,4333244,4492625
2021-11-08T22:05,4451028,2757027,4588356,4400320,2773785,3611570,4152637,3266927,1707478,4777357,3226348,5620037,4564403,3322917,4766521,4711701,6012857,3915381,3485902,2349394,3064232,4399180,3496445,3733159,3408646,3527387,5421262,2924052,5695252,2817476,2936098,3480896,4901656,4226884,2230046
2021-11-08T22:10,3378901,3548823,5439138,2293096,3735360,2844697,2904330,3642727,3514539,3811096,2903725,2612012,3759781,3169391,2276516,5112279,4969960,4605307,2285836,5790452,2812144,2787356,3972945,4119608,3015546,5258767,4352213,4151777,4037323,3160783,4697594,2863713,4454721,2687945,4979170
2021-11-08T22:15,2874299,3102623,3605410,3654891,3872553,4000143,2340397,4237031,4101783,2547455,5382227,3598013,2836634,3826841,3427191,5707299,4223591,4206977,2371967,2687585,3797576,4209727,3954160,4498637,3021456,3642549,4081583,3914546,3742313,2190532,2890682,3979329,4370342,5527725,4101738
2021-11-08T22:20,5685709,4259039,3763888,3353743,4615256,4759803,3321181,3088975,4349659,4911364,3882638,4796867,3815469,2996730,3255440,3577553,4976830,2722012,2997805,4513600,2153344,3582678,2509598,3662347,4243463,4564163,5017007,3621717,3862378,3118882,4463146,5097205,3396763,4377387,2643963
2021-11-08T22:25,3329858,2605755,3121241,3959410,4357036,4541539,2137084,3696743,3871694,5454014,3413188,5100506,3202889,2691923,4332857,2012186,4231887,3205191,2593055,3358191,3088669,3617355,3612810,3790586,2787767,5218481,4274485,2960418,5007582,2359915,3713063,3938166,3710405,4610075,3386610
2021-11-08T22:30,3725683,3530787,5041054,4427979,3786696,2846846,2214139,3475567,3081176,3909479,3769751,4604496,3433625,2492021,3952162,3027700,3528866,3464604,4149204,2969465,3684042,4688909,4210897,4367624,3246717,2999406,5254575,3194123,4743476,2168926,3210126,3698776,6961460,3456904,3993723
2021-11-08T22:35,3367254,3562785,4951170,2563680,3017272,4011646,3588827,4308512,3570059,3248727,2857625,3043249,3987918,2447884,4687947,4453919,3406475,2888455,2908735,4811566,3235509,3599269,3835861,4056391,2679844,4366218,3794646,3281022,3138255,2300619,2877504,3897977,4803654,2773060,3856511
2021-11-08T22:40,2409831,3531917,4075798,3837026,3685054,3481552,2943908,4037654,2565109,2684810,4780293,4730460,4082086,4145364,4656261,2906008,4956707,3803169,2696646,4098784,5185308,4003500,3970919,3475713,2688811,4035252,5203035,4098304,2618786,2734237,3552719,4416688,4695318,2674768,4222923
2021-11-08T22:45,3036555,4035539,4013292,4267000,3746853,3031200,3198884,3030636,3801114,5682188,4378586,3954723,4465769,3531030,3886066,4032211,4132819,3278410,3922216,3044607,4358993,3499772,3919682,4519354,2943646,4193749,5660984,2992624,2415794,2384095,4350680,3347562,3310503,3061123,4129660
2021-11-08T22:50,3144786,3286074,2994701,3270310,3649766,3402459,2042270,3243263,3237598,4264888,4689625,3491097,4463382,5237853,4944815,3790953,4619222,3929789,3425787,3241245,2327925,3713533,2043140,3864551,2597601,3120413,4138930,4069870,3316632,1981175,3886829,4650075,2604758,4118191,3347137
2021-11-08T22:55,3498105,3465588,3549348,4259049,3985648,3543818,3459234,4574118,3445999,5389715,4304464,5078246,4881391,3526837,3867440,4736588,5347430,3642881,3875568,4479095,2963587,4032701,2932264,3901485,3276990,4203289,4523417,4166593,3352737,3116240,3896511,3333600,3975439,4561129,3872604
2021-11-08T23:00,3314316,4456594,4514638,3004418,3440733,2747835,3552241,3429285,3607905,3506177,4888901,4562084,3600662,3545564,2706284,4835471,4300471,3129659,1969973,3997830,2934694,3170190,3938532,2409821,2854556,4081505,3658197,3600692,3703543,2753882,3943230,4019141,4537070,5619046,4033635
2021-11-08T23:05,2689373,3907447,3790003,3326833,3283461,3482719,2737105,2615290,2346406,2798512,4019327,3061168,3098321,3391928,4468509,4452056,3637181,4234110,3031178,3202313,3622311,4557962,3755622,2824016,2597995,3765225,4719288,3363337,2916359,2874883,4353511,4382799,3689248,4943441,3830559
2021-11-08T23:10,3460966,4110059,5368243,2872968,3494521,4143260,2337177,3631883,4619140,5050099,3870601,3976311,3339956,2883042,3360080,5438903,3841671,2920859,2471161,2222712,3523153,3208839,3817662,3988717,4140967,3545414,5239164,3213630,3109958,1843541,4024711,3743182,4193823,4811561,3317635
2021-11-08T23:15,4112900,4457398,4939260,2488835,2880058,3065586,2313936,3745385,2829667,4236614,5527872,3289666,3466481,4651548,4857588,4651375,4383315,3243995,3784092,3704930,3478426,2647189,2515954,3339924,2055927,3767882,4523115,3072866,4292048,2498442,4655312,4092591,4526877,3111422,3122565
2021-11-08T23:20,3873833,3379787,3406074,1852044,3036293,2603845,1887352,3081336,3683799,4227307,3639538,4648939,5511834,3929752,2964465,4120419,4846375,3874558,4133046,3759575,1951987,4216437,2303951,2803627,2841541,2744017,4211482,4389413,4419727,2517856,3282295,4643446,3665824,3488282,3052361
2021-11-08T23:25,6127851,3391365,5536720,3265103,3972502,4112204,2671974,3925324,4525425,4949462,4743708,5458121,3578585,3836258,2618376,3852794,3413130,5382472,3788217,3111305,3184543,3501065,3708524,4014461,3182611,5614435,5342417,2513247,4596677,3240639,5779619,4111277,3648014,5015356,5383532
2021-11-08T23:30,3873774,3728482,4184782,2482504,3787411,3156532,2734231,4189858,1868524,3976203,4073163,5024585,3273861,3033877,3978590,3862795,5101831,2993387,3562586,3333827,3179755,3859316,2459381,3468966,3541377,4302363,4946064,2437964,2605168,2594301,4379636,4771378,4782457,2856960,4474525
2021-11-08T23:35,2697232,1986594,4054908,2342461,2964514,2884132,2926615,2987330,3131571,4392169,3918533,3193261,5149208,4864294,4001802,4265700,4777061,2757653,1616989,3231372,2199962,3374712,4889393,4070568,4195527,3621627,4480634,3675108,3809285,2590751,3783044,3308980,3928192,4975948,3274463
2021-11-08T23:40,2712645,3353336,3674788,4365279,4437079,3248309,3702235,4480940,4644710,3596160,3929051,6396129,3244573,3580874,3250981,3954289,4919223,3085022,3995805,3985347,3267910,2839135,3038039,4423674,2632556,4825643,5327601,4017262,3484559,2783446,4022137,3437499,4423598,4603094,3158904
2021-11-08T23:45,3929195,2201114,4520505,3285345,3559625,3968152,3369071,3171785,2769420,3778365,4875728,3406374,4123956,3897181,3838082,4067621,4221930,4850425,3251106,3609117,3299074,3634515,3954077,3447181,2359893,3299220,5489934,4596114,4458735,2623668,4347762,3687609,4129806,3665995,3854811
2021-11-08T23:50,5520764,3449485,4472815,3201238,4170161,4198655,2259773,2670577,2619437,3448791,2550671,4482030,4375132,3313282,4303887,3608979,3318795,4536524,3268290,3541339,2650065,3417481,2575648,4274705,2500018,5545667,4323296,4913622,5106204,2563637,3741027,3774843,3365694,3282938,3560284
2021-11-08T23:55,2427964,3786490,3860274,3390688,4000510,4570670,3929111,3638096,2309757,5406752,3365915,4072513,2742822,3109255,4405824,4284527,4004833,4471517,3767161,3900743,2348592,4635791,3992730,3094889,3101090,4107926,4436270,2972757,4500053,3067238,5130120,3096845,3337570,3783825,4164811
2021-11-09T00:00,3970502,2082475,3758392,3141014,3962715,3261792,3263516,2938829,4468936,4479981,3688142,3605319,3483614,3294797,3348424,3668648,5292261,3370751,3514095,2802194,2603611,2795454,3531193,4537047,3547593,3051397,4165177,3700206,3492540,3197583,4851064,4675529,5075460,4085296,2397309
2021-11-09T00:05,3894253,2626312,5439593,4132325,2982104,3775816,2620708,3884491,3918558,4968446,4332782,3285036,2867368,3064012,4378565,4420637,3378494,2739610,2198466,3398550,2876303,2692645,4357938,3627836,3448681,3009090,5385357,3086923,3277293,3481976,3269436,3746297,5047364,5437710,3963294
2021-11-09T00:10,3321472,2944893,2986801,4279264,2924267,3541198,2867810,1996487,3432881,2907030,4025718,4030339,3471628,2720353,2863925,3299449,3014245,4530765,4809729,2254696,2726046,4064487,2913773,3850521,3540798,3599338,3889217,3906711,5353932,2653117,4327243,3613291,4703758,4777377,3149923
2021-11-09T00:15,3216185,2638536,3808469,3694032,4556966,4242258,2742502,2305654,2990824,5319311,2677751,4525567,4215441,3276559,2748736,4139466,5139705,2331595,3483847,3810986,2468495,3666175,3699102,4020274,3171945,3232416,3962979,4535316,5091195,3072480,3305815,3003380,4219113,3364187,2217890
2021-11-09T00:20,4616804,3307333,3625241,2904905,3488619,3294211,4046402,3193824,3266971,5631680,5367533,5585615,4390304,4271977,4512394,4617728,5000709,4368364,3123877,2237935,3089792,2636208,3418680,3809164,3394758,4081645,4641607,3239362,5641604,3039657,2835570,2535005,4690010,4633318,2816990
2021-11-09T00:25,2804561,3262103,3509192,2954946,3936790,2955627,4044022,3005132,3356505,4480424,2655198,4127753,4153237,3553678,4215702,3583358,5020441,3843524,2312836,4251825,3456669,4042261,3023505,5024287,2992532,3683148,3650076,3741809,3510833,2921087,2553208,4222280,2206773,5398102,3833682
2021-11-09T00:30,3009946,3570680,5562260,2971275,3643554,4353094,2658879,3727109,2841218,4779327,3409088,3332706,4943973,4476274,3848966,1985619,4094194,3275043,3370581,3590796,2783442,2721772,2782853,4114962,3073087,3576627,5190209,4303140,3989598,3714310,3380349,3308035,4118804,4219396,3520013
2021-11-09T00:35,3177561,5189216,4237080,3225244,3031717,3453474,3108959,3936781,2442209,4487887,4593865,4602728,2983133,3835302,5537454,4991663,4203374,3443394,2363869,4340282,3653261,3873130,3819734,2623465,2780508,5004159,4877091,5416598,4285769,2861512,3275585,3337307,4437294,4237904,3964819
2021-11-09T00:40,2851067,3724254,5871177,3374887,3860027,4428042,3534574,3994839,4669065,3693233,4015005,4634459,2791825,3044345,3585450,4143029,4826042,4035188,3538183,2760735,3347483,4006529,3322498,4372953,2031474,3544544,4662708,3886054,4623406,2260715,4491368,3248184,3084939,4177065,2848978
2021-11-09T00:45,4420325,3570028,3754557,3522297,4041989,2957806,2324053,4415059,4056778,5462721,2935375,4101358,4765883,2541850,3798206,4466596,3733503,3996271,2856483,3833321,2817464,2784654,4220226,4278523,3657190,4956062,3285168,3649371,4073346,2624203,3632223,4345951,4039884,4001575,5003908
2021-11-09T00:50,3061121,3534709,4010762,2584719,4241600,4155355,4898326,4325563,4808219,2414774,4808007,6421968,4157847,3260165,4189247,5466088,3443537,3920055,3443742,3861729,3626686,3593583,3998030,3549175,3227709,2191079,4235062,3198979,2655915,2828536,2347679,3909255,4983000,4312767,3505086
2021-11-09T00:55,2006388,2832592,4402140,3100231,2931075,3976968,3337871,3528483,2976494,3192432,6565206,4820623,5079645,3684468,3647135,5426446,4921188,3220334,3973179,2647302,2984214,4111914,3329846,2759594,3616738,3522903,3583272,3122533,3804418,3425626,2417604,3296774,4628661,4847272,3808963
2021-11-09T01:00,3381068,5103652,3966241,4618289,4673903,4547181,2684752,3615479,3232172,3684764,2243669,5422697,3789764,3838399,4107834,4534197,3780417,4428433,3855947,3463397,3550159,4110322,4572034,4669610,3541318,3283801,4503707,3889175,4176734,3284737,4044575,3376556,4649281,4753947,4070918
2021-11-09T01:05,3560812,4261998,6094671,3086334,4213526,3528287,3205885,3350587,2463136,3734586,2685436,2303416,3739269,2883958,3352200,3855603,3351404,5795048,2597472,2409543,2185206,3164399,3304988,3760045,2578390,4060701,5717896,3217136,4155558,2270483,4579429,4726915,4468913,4706050,3130785
2021-11-09T01:10,2921221,2721821,5227070,4129263,3139279,3495617,1796008,5265909,4402207,3401761,4496797,4104085,3866674,2783218,3960856,5976237,5465682,3440814,3059456,3772227,3261852,5884426,2967665,3948542,4667151,3900759,4893579,4364043,3714716,3846052,4495653,3919690,5012065,5443061,3352425
2021-11-09T01:15,3224937,3225095,3420896,2490503,3714364,3293902,2887635,3275649,3127043,6728433,3606348,4813446,3651329,4377711,3826437,3835067,4950014,3624636,4119957,3673297,2149003,4498974,4526646,3839053,3665678,3098869,4214194,3968378,3140116,3002137,3431314,4589980,4073868,4238809,4021090
2021-11-09T01:20,3595171,3237280,5177110,3457997,3287118,2828087,3932583,2284848,3031771,3882021,2800377,3544117,2074420,3572096,3332111,3454761,3733875,3164942,1882139,4114946,3833270,3804536,3220607,3925298,3861982,3174762,5046724,3906410,4978253,3250881,4873333,3931189,2918505,3720169,4596890
2021-11-09T01:25,4133477,3301589,3399479,2538709,3180950,4121901,3088102,4438802,3509832,3883992,3773084,3390065,4673089,3588799,3358360,3384172,4815722,2895783,2444034,2789927,1875754,3761700,3444106,4008226,2415090,4315603,4871890,4212107,4721146,3031253,4942471,3045843,5881864,3375252,2173062
2021-11-09T01:30,2265881,3517094,4566028,2832569,3804956,3074254,3076195,4481651,3889202,3265541,3432940,3137857,3665275,4543127,3838147,2738538,4598338,3974469,3020867,4857774,3990298,3774624,3140752,2580804,3777781,4697546,5775085,5175990,4487277,2310275,2562819,3046379,5769945,3782625,4151769
2021-11-09T01:35,2962906,2982385,5738661,2633410,3167654,1660587,3524189,3017467,3036890,3617252,5434712,5188900,3141721,3545090,4123845,5309075,4185530,3011112,3444743,3581633,3447105,2914851,4461730,4680454,3499612,2629311,4578892,4846112,3180649,3346027,3845666,2443540,4424636,3102167,4708812
