mtime,AG,AH,AK,BR,BY,DG,DK,DZ,FH,FX,G,GR,GX,HI,HP,HQ,JN,JW,LQ,LR,MR,MV,OR,OT,OW,PS,PV,QZ,S,SZ,TW,UV,UX,UY,WY
2021-11-04T04:45,4608001,4206139,3455809,3568906,3310463,2547224,4304680,3617100,4470528,3072553,4332296,3350379,2553783,3842524,5004258,3317429,4029102,5153526,4738179,3990726,4804965,3030411,3020018,2434840,3637928,3601060,3897452,4990437,4147606,2625050,2753454,2552371,3284231,4037935,3689793
2021-11-04T04:50,4373217,2976625,3574639,4380672,2320466,2388377,4688098,3865703,4619945,3304592,4228368,3879182,3250112,3428695,4224446,4469740,4259886,3097420,3065524,4634863,3426197,3960618,3470426,4003714,3605526,4960896,3863835,3151002,4530479,3351128,3235750,2981233,3746686,3379980,3065633
2021-11-04T04:55,3679457,2333822,4285971,4726886,4515233,3180694,4773405,3888335,4429779,4455798,4081412,4267304,4112951,3983235,4242299,3982738,4039507,3631794,4031127,3250618,3741500,4595219,3812763,3509695,3753256,2789464,5057874,3870456,3992450,3939375,3968884,3733424,4405879,4648673,4760688
2021-11-04T05:00,2483015,4387121,3803012,3905593,3678728,3917276,3511110,4356341,3261824,3115861,2881252,4800947,3418314,2934480,4016120,2856966,3588359,3960729,4018497,3069082,2967184,3483662,4003247,3402185,3001279,4533780,3498498,3139352,4809386,2711598,2776606,3628578,2670424,5039173,4189153
2021-11-04T05:05,3578474,3229532,4422652,2955369,3791754,4264539,4901925,4479426,3405526,3421891,3688679,3687719,5795304,2096889,4965435,4815344,4535785,2570487,3319260,2438560,3506025,3749700,4495715,2820319,6452714,3955875,4415370,2850173,3868525,4223002,2810723,4074558,4645470,4169155,3506417
2021-11-04T05:10,2105592,2859945,3244345,4413483,3338700,4033828,4468384,4724320,4168270,2619538,4739918,4130834,3160030,3577324,2937577,3856144,3466912,3165414,3990739,2799869,3478209,2989942,3706663,3333997,3806072,5440956,4779638,3022250,4289315,2053147,4291251,3903802,4231775,4595823,2901012
2021-11-04T05:15,4484974,3247272,2557309,3934320,2926008,3012649,5083088,4599393,3343899,4044851,3658501,2773320,3349559,4054261,5100176,4441054,4461512,3629568,4003607,5004535,3253509,4757508,2456034,4148721,5083372,4864399,4690714,2870969,4567377,3533962,3625694,4856161,3550535,4385417,3288485
2021-11-04T05:20,4642667,2100247,2893101,3348664,4226565,1572550,3780847,4234707,4681602,3509471,4147810,2479129,3606902,2513818,3040491,3299071,3157837,4724517,3532999,3537192,3223124,2891913,2646508,2554772,3186878,3966159,3062779,2253045,4619802,2908625,3006939,3753663,4563609,2736541,5129602
2021-11-04T05:25,4532087,2795921,2945077,4092854,2974439,1636992,3237045,3907979,4488307,4180612,4861680,2958041,4695118,5129826,3188382,3847309,4409267,2149707,3658450,3571418,2396227,4514150,2494614,3488660,2923456,4218981,3508137,3602671,3014606,3466871,3002521,4695176,3603188,3564062,3244165
2021-11-04T05:30,4567100,3282653,3451483,3246440,3701319,1526809,4190319,4412331,4723133,3625608,2727414,3478545,5214000,4048845,4730439,3538133,3127890,4829339,4091861,3905503,3996936,3021456,2912645,3354637,3836036,2758476,6261467,4342235,3857661,3318032,3813201,3448940,3411881,4060599,4259164
2021-11-04T05:35,2124420,3709258,3832532,4473220,4002311,2636715,5282046,3337479,3241171,1928362,3090212,2768692,3905394,3521213,5097741,4985648,5410821,4399898,3639134,3118875,2586092,4992176,2182873,4336816,5663683,4406136,5241777,4546398,4269603,2777790,4478334,3936937,5022887,4208842,3059393
2021-11-04T05:40,4541251,2644107,4164821,3469438,3617507,2316190,6054472,5032831,3405376,3701450,2928495,3995693,3922307,3977338,2870130,3741138,4295991,3695954,2548296,2785084,4058250,4537570,2608163,2968044,5174132,3630058,5383827,3943764,4294659,3336021,4228966,3075658,3056437,3380582,4788506
2021-11-04T05:45,3976308,3507482,3803884,2818123,4052024,3591130,2655984,3290893,2576371,3275073,4516854,2535796,3856981,4411161,3537701,3549661,3793129,3866272,4737921,4781455,3579389,3256033,2055458,3055641,3176011,3496314,3264114,3649213,4486061,3844118,3867015,4509416,3974432,3851342,3748547
2021-11-04T05:50,4961926,2757731,3034510,3317427,4493772,2999985,4324253,5314179,4730216,2554901,3842632,3337894,4847679,3208000,3839576,5842166,4041104,3659743,3449446,4542711,2993801,4554523,3725792,2251374,4018531,2943754,3827773,5568851,6221949,3766966,3363437,3963904,5807923,3974726,4108217
2021-11-04T05:55,4482975,2792534,2229467,2176951,3568004,2491678,4450630,4753899,3875983,2610459,3533796,3279075,3213019,3076124,3551970,3924050,4125001,3106167,4093179,3514060,3642825,4021509,2150304,1725701,2933279,4419114,4680686,3379932,3531400,3517027,2912583,4192531,3060041,5671796,3832502
2021-11-04T06:00,2872088,3880609,3667570,4080867,3856634,2131966,3353408,5841303,2859384,2589345,5672728,4494462,4038187,4550849,2291120,2692157,4161117,3428042,4623605,2501415,3570329,3303645,5180247,4717810,5215299,4087512,5210203,3611810,4144140,3008564,3433140,2997858,3637719,2975586,3444534
2021-11-04T06:05,3842040,3682977,3960233,3735855,4744928,2787029,4176709,3257704,3099541,3677441,3480757,4815552,5303834,4300690,4354546,4507239,4072095,3918427,3926545,5326065,2961976,3810649,1827813,2306699,4262627,4769940,3950309,4054142,3670079,2205157,3874554,3447144,4241000,3584713,3618211
2021-11-04T06:10,3812523,3484847,1680736,3828547,3386838,1944717,4096920,4220835,4965595,2346661,4296639,4120732,4840277,4927297,4399604,2561416,3886462,2573982,4285613,3431540,3639410,4259825,2954209,2750650,4096073,3162239,5776206,4318450,3061173,2767606,3906325,2974207,3142913,4611404,4026393
2021-11-04T06:15,2791455,2896957,3098508,3806392,4509363,2356367,4878097,4438189,3644605,4613028,4137991,2936155,4870151,2640373,3871812,4306336,5202258,3211898,2736476,3854017,2472730,2536940,2578897,1406591,4664830,3491863,3677257,3594995,4271407,3735595,3492201,3538808,5123961,3318128,4927457
2021-11-04T06:20,4145438,3275225,2850059,3628735,2766722,2823483,3928529,4984663,3657201,2658244,4293596,2544560,4429706,2041110,3499547,4364868,5159523,4640738,4131777,3173620,2907611,4511739,3037105,4909092,4197289,3046041,3293594,2612847,3112534,2639438,3735910,2943453,4660618,4022178,3314667
2021-11-04T06:25,3674544,3229697,3911336,5488947,2068456,3179194,4304133,4686578,3133476,2683433,1844827,3902221,5803796,3002492,3579370,4316889,4298598,4673506,5543181,3152000,3631060,4173880,3790468,4170657,4614636,2966606,5585228,4003251,2957260,2105748,4599312,3150179,3755297,4368299,4555986
2021-11-04T06:30,4495196,2815683,2523100,3600543,3062160,2432256,5043864,4051411,2573026,3581570,3464728,2737612,4132540,3040740,3556002,3006871,5648784,3052313,5161729,3601703,4598306,4634979,3808049,3109933,2702794,2970373,3818829,2602285,3934138,3672822,2150281,1458884,4093130,3574576,4257449
2021-11-04T06:35,5398169,2895852,4178855,2966150,4310848,3992325,4243576,4353603,3253855,3093859,3818149,3947719,4280056,3533444,4720528,3807893,4167908,4932341,4240163,3312682,4094700,3105506,2781143,4851129,4281743,4352568,3510410,3372222,2792343,3714787,4204244,4185876,2557829,2642357,5830270
2021-11-04T06:40,4409598,3819811,2440876,4148961,4076814,2704469,4264219,2619868,4014452,3174711,4435424,2565162,3982088,3849291,2675902,3481249,4016651,3477287,4133320,2941877,3844161,4702177,3978115,3483764,4377819,4347752,5791865,2846061,4137413,3100590,4365063,4051944,3918629,4692834,3377015
2021-11-04T06:45,5044253,2697322,2858299,4139344,4563118,2981868,5278879,4481710,4959188,3353786,5139252,3027621,4012274,3500543,3107066,3408201,4670526,2106847,4865234,3149066,3844374,5644113,3474095,3433472,4091202,4687078,5531610,3355070,4644621,3570322,4248617,3528391,3286707,3503822,3448434
2021-11-04T06:50,3872767,2310041,3478988,3236942,4065837,3285688,4217695,4019418,4333249,3750296,3416947,4368002,2436387,2981573,5141006,4480880,4261759,3259563,3977899,4378736,3507982,3583556,3191913,2911712,3505627,4385823,4788491,4027123,2951228,3509011,4079205,4635945,3285648,3125300,4505961
2021-11-04T06:55,4355361,3801817,3207266,2965438,4287371,2291248,3952560,2703466,4066254,1906240,3307058,3527027,3565030,3173083,3007385,5131536,2908252,3038509,3625920,3348440,3966597,4098677,3586387,4552524,3473542,3960064,4489580,2550044,3226835,3192686,3806624,3940945,3274793,4261238,3481639
2021-11-04T07:00,4631778,2841862,2360467,3130564,4121543,3373921,3188375,5043870,4193488,2821058,5672861,4066468,3559762,3166456,4535893,2015714,3110198,3633118,3974934,3149176,3743993,3180388,2970613,2340832,3921650,3729329,4054146,4034511,3419962,3229052,2621690,3363021,4032323,4034430,4125255
2021-11-04T07:05,4682018,3321619,4423279,4676137,3061876,4395649,5633606,3709669,3931714,3427045,2912592,3094858,4879367,3304722,4520434,4948287,2264709,2880094,4739966,3008432,4094390,4233393,3330775,3167239,3953774,3237660,3508231,3104529,5567873,2722034,5450153,3741069,4846944,4568475,4384658
2021-11-04T07:10,4686953,2753639,2262895,3765097,3429496,3079342,5078840,2693739,3125645,5765024,3165423,5167368,2743308,4634945,4308696,4472604,3923336,4063735,4675991,3420694,3457263,3332456,4773971,2844186,4052502,4238536,4680943,3540669,3966283,3692817,3430823,5059392,4230687,4156464,4303452
2021-11-04T07:15,3597491,3645652,3841193,3375731,3853940,2669807,3428448,4046260,3026659,3421742,4116918,4206697,3329469,3719686,3042581,3227867,4394784,3675369,4706881,4097647,3929025,4161097,3459747,5275161,3537779,4826863,6072594,2438396,3188084,3069582,3524861,3723569,3980292,2829825,4303478
2021-11-04T07:20,3383417,2624507,2872549,3651462,4427663,3045609,4285576,4094379,3830051,3088606,4128837,3531063,4111508,3728057,2700304,2970373,4551697,4014853,3746266,3480462,3751273,4137047,3850254,4378520,3107416,3531693,4184114,2941828,4089182,2365257,2522069,3208722,3916627,4523631,3145410
2021-11-04T07:25,3123041,2477093,3351514,4686329,4825826,4097871,4383343,5135863,4226171,3529496,3005108,2859192,4292992,3603022,2241388,3519269,4746841,4294069,4929332,3077602,2868492,5433916,4219840,2072675,4845565,3096677,4614076,4298123,3788741,3103992,3767625,3000227,3003058,3138628,4262513
2021-11-04T07:30,3379223,2307393,4833563,3754800,3088940,3084017,3630903,3650288,4891617,4112567,3898605,3695668,3648310,4272517,3575591,5315425,3597119,3016311,4487835,3650403,3238160,3906051,3378502,3942406,3645088,2527398,4410089,2896630,5149069,4087522,3256990,2504249,4081327,3117583,4090811
2021-11-04T07:35,4622302,4030807,4416671,2955570,2803659,2854077,4839599,4781153,4791225,4065591,3663128,4725632,3889824,4357490,4501769,3796650,4624985,3445431,4519703,3892838,4205681,4557743,3141527,3327695,4364946,3204051,3311986,1979911,3571736,2468924,3771364,3361569,3508905,3137986,3628664
2021-11-04T07:40,4052069,3213153,4164662,4604520,2257687,1675605,4013415,3403610,6290986,3726965,3043316,2609565,5332526,3425452,2891054,4210592,3858684,3711875,3492458,2945557,4193579,3659540,2218750,1508328,3779391,4321817,4174537,4916191,4953730,3603973,3407390,3126403,4008078,3493096,3369952
2021-11-04T07:45,4104677,2527594,3751040,4211115,3179328,3423369,4775045,2684724,3680559,2600374,3450260,3222922,3169441,4788837,3818117,4343648,3923009,4809750,3827008,4276313,2448633,3051470,4284760,3947159,5099114,4079018,3044144,3472755,5111505,2528257,3504858,3746634,3300183,3352130,4064409
2021-11-04T07:50,4378844,2984355,3653090,3880983,3395003,3551538,3780323,3092347,4240835,3367606,4038987,4387947,3841993,2802003,4700930,4485712,3786437,3520947,4261534,2124330,3866326,5285342,3111128,2873156,4291904,3824182,4284920,3903829,4682161,3303745,3028833,3680765,4242451,4035506,2510353
2021-11-04T07:55,4562650,3186689,3451450,5691624,2324887,2339800,4098005,4693540,3948063,3404618,3258994,3392382,3863484,4462584,4344645,3735409,5230613,3794557,4326856,1883614,4477510,4524538,3267389,4463823,4639309,4954372,4331991,3903397,4265384,3494172,3415133,3094154,3679414,2868272,2748472
2021-11-04T08:00,3291558,3086350,3146376,3895821,3421721,3444121,4740622,4590277,3204072,3353857,5229466,4632019,4471844,2595949,2732088,3132400,4162606,3391690,3397293,2372393,3777107,5459318,3335410,2642746,5150189,3122058,5347010,2340554,3614177,2442366,4004803,3726396,3174131,5168617,3773984
2021-11-04T08:05,4791970,2778841,3510740,4403598,3231467,1250934,4071483,4266653,3467905,2215338,4800019,3539839,3582835,4846248,2599538,4421308,4505882,4485657,3765623,3140856,2740982,4339832,4289553,2433175,4884782,4075913,4892184,3422667,4215624,3479486,3245870,2836434,5740134,4172014,4528306
2021-11-04T08:10,3918691,4697465,4426077,2778880,2054445,2560428,5249720,4470212,2335516,3780420,2767033,2560125,4395010,4298638,4471784,3414839,5186474,3250490,4761574,3584738,3707527,4059267,3492066,3271620,3896015,3053055,5427354,2790762,4500996,4390162,3330168,3187265,3728361,4831833,3764695
2021-11-04T08:15,5446858,2800905,2455328,3743932,3466529,3029973,3639465,3833694,3933998,3402637,4387892,3895558,3538992,4032867,3795128,3349109,4226104,4258074,3357685,3679363,4119456,3787288,2838799,3981188,4682031,3933272,3495589,1919693,3438217,4144601,3610669,2721990,5361860,4227245,4709463
2021-11-04T08:20,4756856,4219784,3247614,5030399,4046027,3268282,4983705,4666153,3590650,3240185,3158590,4311226,3897870,4476995,4543026,3810577,4530011,2973301,4169264,3306871,3130300,3798193,2492583,2549838,4617295,3146697,4251645,4318428,5200714,3551958,3601783,2411740,4448057,3788196,4390471
2021-11-04T08:25,3108855,4432203,3933337,2745206,4454287,2708722,4636408,4561263,4634590,1967357,4628554,2658682,5679007,4023978,3532116,4306658,2298738,5029377,4618371,4186017,3515885,4726659,3563681,3651222,4732411,1848733,3421376,3245918,5102012,2308466,4319118,2614644,3299301,3135792,2319632
2021-11-04T08:30,4707618,1571450,3474253,4385024,4211289,2635536,3949892,4136972,3567761,3207448,3945361,3855163,3521951,2940915,4027005,2988117,4142419,4839005,3910929,5095543,2959273,4717287,3475837,2365660,4808321,3878061,5890676,2873216,3183194,4002696,2180504,2944436,4447267,4353246,4188759
2021-11-04T08:35,5124584,3558177,3564869,4219771,3976217,3831553,5218626,4292984,2858784,3151060,3057138,4297012,4994840,4216375,3197328,2968109,4220478,3738055,3254722,2591954,2979160,3971472,3127526,3946686,3578619,3236185,3976787,3173186,5767690,2829577,3274076,4231297,2835862,4308444,4482727
2021-11-04T08:40,3654350,3437141,4387622,3405284,3618115,2365281,4741174,3854651,3862856,2913421,4008910,3622478,3624240,3273035,4939069,5302505,3503284,3727756,4407525,3523753,3745505,4162440,2340268,2688931,3292690,3610727,4179821,2807544,5447251,3259263,3256852,2943796,4830510,3618109,3822224
2021-11-04T08:45,3152421,3537860,3116131,4999969,3543638,2026559,3591791,4215505,4995967,3955293,4154811,3304243,4829633,3631715,5300003,3446160,4221457,3447348,4805601,3978989,4118126,5124667,3378797,3487742,3704775,3708387,4473489,2946913,3456709,2514087,3688750,4932179,4583002,3788044,4807652
2021-11-04T08:50,2996885,2970348,3870808,2637058,5224658,2288751,4672036,3655056,3450323,3508489,3627799,2984253,3186135,3793038,3316685,4145117,4677687,3585882,2729429,3501432,3778376,2590951,3975800,3906991,4171250,4534208,3959816,3296650,2752637,4003277,4082036,3250905,3052757,2205546,3615127
2021-11-04T08:55,3874211,2584285,3361180,3025628,3545530,4092065,3450909,3423439,4238809,3468181,3374217,3768672,4272297,2885908,4897684,4681667,3072562,5938440,3362446,3358140,3724259,4937186,3076009,3843023,3606459,4067717,4621505,3497930,2976516,3738571,3922855,4462454,4057313,4576205,4072444
2021-11-04T09:00,5203975,2696291,3394890,3617649,3684863,3237692,4926173,5195321,4383661,3058899,4085851,4030192,3561852,4014388,3227497,3224970,4258144,4709453,2589434,4982736,3956696,3411705,3930708,2739811,3868597,2742644,5101352,3135745,2615635,1879487,2643987,3054576,3192211,2961519,4357941
2021-11-04T09:05,3066142,2830063,4246154,4296524,3872162,3502073,4154544,3235954,3809672,4417034,2921896,4107839,4533291,4303664,2329237,4105862,3018209,4808628,3797065,4712915,3892325,3309900,3939772,2970407,4311367,4978284,4057476,3254981,3496977,3094666,4033683,3996295,4315299,3735109,3483804
2021-11-04T09:10,3648726,3641978,3717664,4215263,2889883,3188170,3738452,4480013,3745189,3064214,2877340,3035649,4470179,4707645,3951879,3537762,4873983,4277145,2662972,4111046,3004134,4867917,3467491,3784092,3639430,4200749,4150644,4248473,4624150,2884666,4407066,3015610,2977435,3968220,4151890
2021-11-04T09:15,4593779,3287344,3785026,3660273,2767403,2477740,5569492,3241457,4514464,2862929,3966589,3018043,3422483,2876235,3522167,4650901,4280145,3442359,3821884,3559265,2845891,2798911,3732480,3263050,3829324,3456869,4912122,3348527,3999456,1861989,4244239,2925857,4736562,3146372,3781485
2021-11-04T09:20,4391557,2500039,3425134,3000712,4693440,3989868,5015477,4145580,3029378,3013219,3515932,3431939,3417879,3363241,5320981,3950816,5492436,4228055,3650703,3837043,3685816,4603272,1954981,3705739,3734699,3002100,4479489,4663569,3228936,2813797,4145110,3668065,4912975,3284696,4434288
2021-11-04T09:25,3069737,3161177,3358617,4711497,3117167,3630206,3338707,4397020,3273832,2876356,3804513,4019867,3891273,3182528,3377948,4012905,5000684,4529812,5020380,2592727,3560186,4387958,2604693,3966126,2405074,3338808,3670234,3644962,3429369,3129036,4431760,3525093,3698302,4290655,4286707
2021-11-04T09:30,3730868,2652267,2900435,3094387,3150184,2679206,5728903,4863705,4307975,3822919,2524422,3455965,5728829,2296885,2715202,4085406,4783364,4874516,4136692,4805583,3616419,4720151,2858793,2752402,5779232,2800394,4361875,4028712,5356906,2363282,4448158,3995523,3658227,2882224,3253245
2021-11-04T09:35,5664652,2854332,4234716,3502921,4228085,3923607,4456965,4673124,3742487,2619280,2933440,3844175,4734803,2707405,3997585,3706753,3817024,3272996,5286345,2889963,3267161,3529431,3750406,2747845,4633052,2387643,4546149,3105081,3011284,2625711,4396453,2795812,5269895,5386579,4105039
2021-11-04T09:40,3025200,3066520,3676496,3768575,2824010,3012744,4328356,3841631,3421685,3059352,3586283,3327489,4099902,3749256,3222674,4333107,2999657,4500059,3357023,5232318,1640270,4049350,3219580,3641631,2765976,2578363,4268913,3170936,5384605,2814119,4422274,2923390,2739609,4432395,4563938
2021-11-04T09:45,4176160,3551278,4698263,4909804,3366480,3883883,4148986,4388457,3129125,2665052,3151431,4671786,3250050,3758839,3521604,3582179,4763094,3513885,5203569,4635416,2178508,3537238,3194648,2781351,3511660,3756796,4279362,2118883,4068174,5158278,3017925,4079010,4495737,2957616,3358802
2021-11-04T09:50,3968297,4399155,3991222,3224071,2765833,3330862,3808386,2938987,3882689,3562692,3890562,3608884,4078806,4636352,4336589,4580957,4820916,3714496,3553439,3563592,4182968,4330382,3191582,2352278,4591239,3479088,4415564,1754824,2508219,4141042,3022219,3897373,3223972,4168369,4631061
2021-11-04T09:55,4137259,2873206,3946705,2591014,4306241,2871297,5055319,3816575,3383292,1966732,2986614,3766761,4547983,3730767,3870452,4210710,3065309,2878420,3634869,3308633,3344968,3047976,3069140,2616336,4221164,3639186,5238748,2497142,4416967,2965002,3711431,2793000,4572039,3714772,3643300
2021-11-04T10:00,3971127,2794563,3538041,3564206,4325221,3415783,4836503,3254304,4632671,3892701,2129413,4011127,3996930,4122356,3586448,4831328,4327303,4290039,2619145,4065781,3907230,4107228,2681977,3533725,3429989,2444437,4787640,3238363,4368240,3250355,3865516,4008767,4894082,3170372,5128540
2021-11-04T10:05,2940482,3635386,3793837,4296230,2610081,2973405,3669128,4314541,3272052,4133516,4276036,3933953,4425428,4708089,3711825,3911496,5509218,3560198,4202300,4657327,2349079,3968324,3401199,3230494,3583174,3022298,5513411,3505003,5342249,2310012,2920876,3806147,4343497,4842196,3992891
2021-11-04T10:10,4519918,3280972,3985770,4177292,4237447,2826279,4883043,4075378,3234513,4097359,4337417,3411073,4595465,4569807,3703152,2780747,4420332,3059485,3533450,3887564,2027613,4798971,1991232,3797911,3867645,3586341,4301900,3191860,3558446,3339233,3524689,4401234,3434422,3260031,4190034
2021-11-04T10:15,2661768,2986408,4128976,4100754,3355646,2206850,3511020,5341309,3611775,3454528,7000955,3214593,4556971,2681000,4105097,3455945,3962503,2768124,4636353,4747777,4044487,3839820,2944063,2477113,3510118,2500279,4847220,2846458,2825281,4351252,2565909,3428324,3448581,3656607,3466659
2021-11-04T10:20,4708086,2719987,3992400,2711073,3642939,4154764,4051373,5604608,3795227,3088620,3999460,3042831,4368589,4782683,3875974,3940780,2740222,4699524,2828541,3920852,2340740,5024489,3187114,2086121,4031382,4591472,4039563,3309295,4066926,2752396,3614590,3787628,5238412,2957832,4075086
2021-11-04T10:25,3615318,3779852,3547167,4394788,4331622,3019165,4388703,4131115,4195535,3913146,3370477,3155271,4855780,3274608,4140254,4824880,3141579,2819344,3601346,3741496,4297394,3893933,4338046,4379732,4393535,4266718,5295880,2743037,3894336,2297589,3720838,2571159,3891540,3148662,4422704
2021-11-04T10:30,4241566,2783549,5072012,4297270,3137373,2791099,3923564,3816068,3445422,2581540,2696438,3199631,5713423,3760565,3752063,4429002,5721885,2977946,3515333,3776882,4401203,4166669,2908316,2870928,3141526,2572361,3694262,4045226,4210153,2025169,4144137,4295981,4098058,4164533,4546262
2021-11-04T10:35,4982139,3185299,3842000,2554234,3048507,2821490,5564596,3112017,4535806,4421900,4296375,3948696,4108791,3504066,2829604,4987382,3909953,2908993,3295261,3460458,3201389,2778513,2776346,3826936,3875091,3066573,4885273,3834768,3631220,2164148,3963762,4628334,4149400,3935158,3507344
2021-11-04T10:40,3356417,3680388,3940234,3327369,3506801,3130324,4567646,4390434,2120686,3492879,3732177,3576479,5146214,3935561,3543047,4424380,4452219,4193581,3011220,3498275,4984006,3067529,3567980,2374551,3427705,2528582,4419699,3762804,4297111,3564001,4337083,4501708,2835432,4647221,2683859
2021-11-04T10:45,4528132,4107095,3676943,5476840,2059432,2907864,3375106,3081420,3289390,3479210,3241172,2991224,5157847,3012805,4871159,4042847,4975732,3844123,2472315,3301374,3833814,3118260,2929799,1139185,3793486,3371344,4707324,3109859,4533575,3680659,3818650,4292547,3127856,4245736,3329514
2021-11-04T10:50,4166478,2590403,3241468,2842657,3667223,2639304,4058927,3237104,4409863,2813345,2599284,3312605,4002839,4402786,4736592,4890067,3609951,3159297,2951902,4567159,4054151,3534874,3176300,3808260,4262533,4287520,3746279,2984245,3013736,1458264,3734798,3631024,4330710,2789254,4362098
2021-11-04T10:55,3574502,3720414,4269939,4775625,3453915,2190665,6264367,4197481,3320570,3303319,4743999,3602685,3740873,3543647,5373672,3514308,3380721,5164427,3443492,4316849,4157779,3578898,3819062,3442142,3967425,2787611,4667742,3073332,4943505,4244752,4120504,3551016,5431769,3582928,3524099
2021-11-04T11:00,5533387,3845503,4039633,3525948,3017157,2210202,4376557,3230486,3496255,2248386,4324454,3156435,4568581,2506401,3321284,5016391,3199573,5677853,3434888,3510109,3544845,5417179,3182177,4933380,3488935,3082316,3673468,2926438,3347708,4549449,3423371,3583540,4384317,2920557,3262054
2021-11-04T11:05,4265444,3569267,2477811,3656265,3347611,2328846,2647671,4240446,3692421,3992355,3805951,3618246,4035307,2639626,3654392,2936729,5064885,2524224,5374303,3835908,2834649,3674897,2961677,2547615,3793828,3297223,4984030,2923725,5195856,2957739,2877356,3675226,4217132,3940624,3628935
2021-11-04T11:10,3970877,2801771,3046249,4136056,2071058,2761921,4028706,3407780,4877170,3617467,4813369,3528116,5709808,4167814,2883561,3564029,4908992,2962626,3906419,3498245,3447769,3162133,3410304,3090358,4233545,4448363,5379887,4673783,4350493,3171765,4104463,4699331,4273521,4015992,4567331
2021-11-04T11:15,1309629,3833165,5031001,4843079,2773433,3452213,3359833,3751552,3949466,3082001,4760000,3334715,3893538,3889047,3703555,3604380,4469081,3554167,4239639,4155362,3215824,4273848,3093924,3833077,2701196,4051933,3274699,1832030,4191803,2749903,3722486,4198379,3972877,3355859,3670518
2021-11-04T11:20,2879431,4135350,4393490,4793076,3277955,3468299,2882940,4404873,2135776,3209211,2683158,3155853,2821374,3155536,4738922,3630880,3396319,2983025,3530130,3396992,3871945,2421333,3880194,2436631,3867556,3494148,4220580,3122855,2868512,2658467,4562186,3609002,4495126,3402325,3839158
2021-11-04T11:25,2675181,2454762,3562229,3885253,3178057,2454102,5000749,3823083,2111643,2123285,3817792,3919499,3176072,4888822,3101787,4153137,4428213,4319200,3939131,3818203,2761525,4221901,3790496,4264412,4361418,4007692,3791441,3649971,3411034,2786780,4941612,3804976,3995496,3167965,4196007
2021-11-04T11:30,3877897,3122802,2642880,3455963,3357838,3463921,3867498,3935529,3235073,2891163,3769902,4245427,3974591,3706955,4497271,4663799,4420463,4989689,3589938,3874840,2480002,3185615,2817645,2428052,4045219,3808539,4143287,3574228,4271149,2558128,4164603,3131788,4027269,2372372,3385043
2021-11-04T11:35,4407102,2008473,3438230,3346365,2858650,2358690,4176066,3928358,4622977,3866059,2491355,4703869,2466708,2524751,3739778,4461878,3391788,3401000,4290104,3483481,4170231,2720027,2891270,2544036,4616948,4077246,5070959,3634488,2678930,2354957,4611704,3510982,2463847,3196469,5685590
2021-11-04T11:40,4414629,3022984,3497029,3083931,4414986,2148697,5970081,4764345,3671425,3687271,4314058,2854663,6522831,2647364,2711768,2327714,4825903,4130833,2907399,3526363,3314959,4951576,3049327,3111824,4266438,3231578,5217470,2821380,2972036,2213981,3323434,4228443,4694179,3830275,1967094
2021-11-04T11:45,5538145,2905450,2113253,4308372,3190158,2341308,4567165,4072820,3458106,4230440,3143824,3268812,4937242,3741614,4649887,3026209,3031953,4497551,4170948,3301051,2993974,4453262,3644422,3440426,4540917,3181991,5053556,2897233,3577662,2572606,4179164,3741956,4183498,4840435,4731303
2021-11-04T11:50,4136056,4057654,3772536,4138395,2471587,2547570,4204615,2495324,4053106,3096497,2258966,3918923,4311791,3083589,4087920,2808843,3072143,4745070,2664948,2810912,3442305,5442778,2699765,4303112,4304550,4016561,3553441,2731119,3939854,3964549,4233149,4491469,3546144,3127713,3057765
2021-11-04T11:55,2674738,3781473,3080206,2561021,1801319,2304014,5094423,3897682,3748927,3779815,3250453,3823159,3274149,2973228,3379218,3339752,4898668,3520344,4310961,3529289,2800499,4546590,2614910,2690719,3863476,4781741,4195202,3930419,4099983,3678865,3174676,2637873,3393660,3870862,3309659
2021-11-04T12:00,4904158,3711834,2276966,4180994,4380486,2377405,5522690,3514341,4395911,2959560,2738743,2562083,3883827,5049182,2826976,3677627,4047166,3903567,3389872,3673943,3275257,3928070,3314007,3311742,3812139,3381018,4660531,3518996,4208440,3643733,3465141,3885706,3879921,3914068,4434898
2021-11-04T12:05,3446905,3530123,3086729,3700504,4609681,2984456,4235207,2975563,3423030,3794575,3567101,3559807,5460662,3861403,3655304,3988352,4844398,3514107,4476125,4366855,3102465,4015092,3998961,2759976,4364168,4163967,4930504,2724730,3315388,2345420,5056210,4740893,3509009,4637195,4345929
2021-11-04T12:10,4734741,2722609,3231852,3916790,2921604,2981157,3726381,3364520,3282580,4107971,3888013,3713036,3612709,3629621,3860633,4575992,4647242,2667741,2764521,4561780,3978335,3184352,4190998,3067653,3816850,4040083,3803396,3899922,5051806,3488025,3433672,3968059,4537490,2903924,3879480
2021-11-04T12:15,6080906,3094252,2716451,2865749,4150086,3659582,3216278,3984524,3098323,2243198,4102569,3272761,4987067,2802962,3702978,4004973,5605148,3956638,5023510,4411808,2153538,3690865,2184128,2352122,4091404,3821678,5355157,3723570,4503340,2559423,4526595,4387443,3922143,3546808,3522291
